Description,SampleDate,salinityLoad,phosphateLoad,particulateOrganicPhosphorusLoad,ammoniumLoad,particulateOrganicNitrogenLoad,dissolvedSilicaLoad,chlorophyllaLoad,Flow
The River Murray at Barrages,2020-02-19,130.235,1.2067,24.5816,2.1514,333.0387,227.2776,10.1963,57.4
The River Murray at Barrages,2020-02-20,417.145,4.2033,79.9702,7.3219,1083.4563,652.7926,35.0222,452.6
The River Murray at Barrages,2020-02-21,508.603,5.1193,98.0151,8.836,1327.9603,782.7531,43.3052,568.7
The River Murray at Barrages,2020-02-22,543.18,5.3316,103.554,9.1285,1402.9949,821.5026,45.8821,618.9
The River Murray at Barrages,2020-02-23,563.83,5.4495,107.3372,9.2462,1454.2329,844.1707,47.7064,654.0
The River Murray at Barrages,2020-02-24,490.505,4.5023,90.0367,7.5559,1219.8671,707.4347,39.9936,504.9
The River Murray at Barrages,2020-02-25,370.882,3.4164,69.2001,5.6489,937.5536,547.1348,30.6175,346.6
The River Murray at Barrages,2020-02-26,306.301,2.8212,57.7735,4.5958,782.7345,445.1774,25.7209,306.1
The River Murray at Barrages,2020-02-27,334.604,3.0162,62.7198,4.8684,849.765,470.3925,28.1793,369.2
The River Murray at Barrages,2020-02-28,332.202,3.0034,63.224,4.7783,856.5869,471.2666,28.4506,419.8
The River Murray at Barrages,2020-02-29,379.29,3.3358,71.0344,5.2325,962.3973,530.0676,31.9532,473.2
The River Murray at Barrages,2020-03-01,387.012,3.3833,73.3439,5.2634,993.7084,540.9181,33.1659,476.5
The River Murray at Barrages,2020-03-02,278.045,2.5198,52.4305,3.838,710.3476,403.7851,23.4182,304.3
The River Murray at Barrages,2020-03-03,420.469,3.9003,80.4314,6.0261,1089.721,628.1627,36.1252,455.8
The River Murray at Barrages,2020-03-04,385.039,3.761,76.095,5.8107,1030.9739,602.3638,34.2419,418.7
The River Murray at Barrages,2020-03-05,348.874,3.417,67.5293,5.2587,914.927,545.9457,30.3479,366.4
The River Murray at Barrages,2020-03-06,371.41,3.7239,72.4461,5.7604,981.5496,596.7003,32.5946,382.2
The River Murray at Barrages,2020-03-07,391.947,3.9973,75.3186,6.1062,1020.4423,641.2448,33.6166,421.8
The River Murray at Barrages,2020-03-08,391.305,4.1162,75.875,6.2734,1027.986,660.5793,33.797,411.4
The River Murray at Barrages,2020-03-09,411.747,4.3503,78.7466,6.6352,1066.9,696.7136,35.1085,433.5
The River Murray at Barrages,2020-03-10,447.066,4.6915,83.5603,7.1813,1132.1224,753.1769,37.263,443.3
The River Murray at Barrages,2020-03-11,482.707,5.0417,88.6049,7.765,1200.4422,810.406,39.6046,515.8
The River Murray at Barrages,2020-03-12,500.075,5.3331,92.0907,8.2249,1247.6737,857.8909,41.1593,540.1
The River Murray at Barrages,2020-03-13,257.355,2.8632,47.8417,4.3422,648.1807,456.148,21.2745,242.0
The River Murray at Barrages,2020-03-14,156.841,1.9726,26.89,2.4008,364.319,279.9513,11.11,80.7
The River Murray at Barrages,2020-03-15,165.64,2.2252,29.6118,2.6893,401.1841,314.148,12.1963,97.4
The River Murray at Barrages,2020-03-16,390.899,4.3536,67.6931,6.4681,917.1231,690.628,29.7174,384.9
The River Murray at Barrages,2020-03-17,406.934,4.7121,73.1208,7.1266,990.6642,758.0805,32.1634,422.2
The River Murray at Barrages,2020-03-18,398.942,4.4795,68.5806,6.7999,929.1548,724.8834,30.1019,386.4
The River Murray at Barrages,2020-03-19,356.715,4.0716,61.6307,6.2181,834.9755,662.9967,27.0346,347.0
The River Murray at Barrages,2020-03-20,264.243,3.0553,45.3615,4.648,614.5632,497.3116,19.8413,246.5
The River Murray at Barrages,2020-03-21,276.077,3.3252,48.1992,5.0068,653.013,540.2559,20.9372,309.7
The River Murray at Barrages,2020-03-22,236.126,2.8578,40.747,4.2993,552.0699,466.0025,17.6252,236.2
The River Murray at Barrages,2020-03-23,358.968,4.2298,60.6752,6.5487,822.0483,706.3592,26.281,341.6
The River Murray at Barrages,2020-03-24,369.285,4.4393,63.0942,6.9318,854.83,746.7321,27.3415,355.2
The River Murray at Barrages,2020-03-25,362.237,4.3147,60.7304,6.7911,822.8082,731.5992,26.2907,321.0
The River Murray at Barrages,2020-03-26,383.436,4.6725,65.2137,7.4237,883.5562,799.8546,28.1918,354.6
The River Murray at Barrages,2020-03-27,380.825,4.6888,64.7182,7.4939,876.8484,807.1796,27.9792,353.9
The River Murray at Barrages,2020-03-28,373.456,4.5609,62.1033,7.3078,841.3978,788.3924,26.7956,358.4
The River Murray at Barrages,2020-03-29,320.913,3.9598,53.3141,6.3794,722.3234,688.9003,22.963,311.6
The River Murray at Barrages,2020-03-30,233.062,2.9011,38.5609,4.6875,522.4427,507.023,16.5804,231.8
The River Murray at Barrages,2020-03-31,210.739,2.6444,34.3164,4.2124,464.9398,459.6319,14.655,231.6
The River Murray at Barrages,2020-04-01,258.089,3.263,41.6932,5.1863,564.8699,568.5578,17.7128,296.6
The River Murray at Barrages,2020-04-02,226.068,3.0387,36.2423,4.618,491.0269,527.1924,15.4675,254.0
The River Murray at Barrages,2020-04-03,856.802,12.0566,138.7217,18.1532,1879.4388,2145.9625,61.3458,1562.3
The River Murray at Barrages,2020-04-04,0.515,0.0082,0.0824,0.0107,1.1167,1.3493,0.0347,0.0
The River Murray at Barrages,2020-04-05,9.137,0.1438,1.4337,0.2096,19.4252,24.5594,0.5883,1.4
The River Murray at Barrages,2020-04-06,175.348,3.022,28.1497,3.9637,381.3748,511.494,11.9953,180.0
The River Murray at Barrages,2020-04-07,247.538,4.4502,39.3306,5.6224,532.8629,751.848,16.9196,267.2
The River Murray at Barrages,2020-04-08,305.676,5.6262,47.3706,6.9668,641.783,948.5404,20.4272,303.9
The River Murray at Barrages,2020-04-09,365.87,7.1237,56.8581,8.3846,770.333,1194.3443,24.7508,345.4
The River Murray at Barrages,2020-04-10,375.995,7.5481,57.1956,8.4545,774.9227,1257.7315,25.0845,333.3
The River Murray at Barrages,2020-04-11,164.892,3.6349,26.4571,4.0627,358.4503,604.9696,11.5805,122.7
The River Murray at Barrages,2020-04-12,275.376,6.3053,43.8758,6.7755,594.4377,1045.4991,19.2534,293.6
The River Murray at Barrages,2020-04-13,310.523,7.3686,49.2406,7.7833,667.1323,1218.8847,21.6516,331.6
The River Murray at Barrages,2020-04-14,319.623,7.8816,50.5637,8.0864,685.0481,1300.0434,22.3024,330.4
The River Murray at Barrages,2020-04-15,309.758,7.8039,48.193,7.8634,652.9412,1284.2136,21.3053,332.7
The River Murray at Barrages,2020-04-16,194.186,4.7957,28.3771,4.6664,384.4738,784.1749,12.6199,176.5
The River Murray at Barrages,2020-04-17,176.702,4.7713,27.217,4.5154,368.7497,778.4282,12.129,180.5
The River Murray at Barrages,2020-04-18,213.625,5.6442,31.3261,5.4365,424.414,922.571,13.9266,211.4
The River Murray at Barrages,2020-04-19,280.173,7.7056,41.4582,7.3917,561.6793,1258.7907,18.4441,305.2
The River Murray at Barrages,2020-04-20,571.227,18.8722,92.6918,13.6852,1255.8183,2968.5692,42.7486,828.4
The River Murray at Barrages,2020-04-21,848.565,26.699,125.8921,17.9979,1705.6623,4170.9086,58.4534,1401.5
The River Murray at Barrages,2020-04-22,178.034,5.4461,26.5946,4.9818,360.3125,883.6827,11.926,179.8
The River Murray at Barrages,2020-04-23,877.148,30.0673,133.8896,20.2085,1814.0215,4686.1589,62.2356,1576.3
The River Murray at Barrages,2020-04-24,224.626,6.3001,28.9147,5.5692,391.7481,1016.8553,13.0485,196.4
The River Murray at Barrages,2020-04-25,247.878,7.1315,31.9033,6.2872,432.2311,1151.6986,14.4111,230.1
The River Murray at Barrages,2020-04-26,184.524,5.4708,23.8704,4.8321,323.4062,883.7102,10.7935,155.3
The River Murray at Barrages,2020-04-27,265.149,8.0451,34.0308,6.8436,461.0718,1295.6433,15.4581,255.3
The River Murray at Barrages,2020-04-28,1875.044,62.6469,239.3318,35.9844,3242.5842,9600.336,113.1393,3213.5
The River Murray at Barrages,2020-04-29,442.234,18.5734,69.5567,10.9273,942.4066,2852.3938,32.8538,971.4
The River Murray at Barrages,2020-04-30,18.761,0.6496,2.7858,0.8056,37.743,110.0316,1.2215,3.2
The River Murray at Barrages,2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2020-05-02,2.45,0.0872,0.3549,0.0819,4.8082,14.4987,0.1591,0.0
The River Murray at Barrages,2020-05-03,148.546,4.6766,20.8241,6.5663,282.1344,807.2241,8.9975,59.2
The River Murray at Barrages,2020-05-04,377.733,13.4254,54.5898,12.1546,739.6003,2160.3448,24.7904,455.8
The River Murray at Barrages,2020-05-05,641.863,23.8658,96.2531,18.9063,1304.0548,3775.616,44.2293,830.3
The River Murray at Barrages,2020-05-06,1933.416,74.0472,294.1843,45.2837,3985.7589,11487.9079,137.4275,3181.4
The River Murray at Barrages,2020-05-07,1041.377,39.0556,159.0987,24.3888,2155.5316,6088.7137,74.0076,1952.7
The River Murray at Barrages,2020-05-08,553.976,20.7735,86.554,12.8762,1172.6553,3249.6638,40.1559,1408.4
The River Murray at Barrages,2020-05-09,8.832,0.3025,1.4909,0.513,20.1997,51.5997,0.6375,2.1
The River Murray at Barrages,2020-05-10,94.22,2.8429,13.4698,3.2899,182.4947,471.4894,5.9336,88.8
The River Murray at Barrages,2020-05-11,360.745,10.532,49.6732,10.6758,672.9883,1719.1565,22.1599,457.6
The River Murray at Barrages,2020-05-12,534.162,14.5183,69.0421,13.4041,935.3949,2354.2844,30.9909,688.5
The River Murray at Barrages,2020-05-13,468.231,12.631,62.2072,12.9513,842.8146,2069.5907,27.6612,598.1
The River Murray at Barrages,2020-05-14,821.406,23.5108,116.3206,20.8411,1575.9561,3816.6365,52.2222,1224.5
The River Murray at Barrages,2020-05-15,425.525,11.8484,62.5827,15.2865,847.8873,1978.6912,27.3173,521.0
The River Murray at Barrages,2020-05-16,585.644,17.4783,92.4365,18.851,1252.3812,2887.5162,40.8459,767.5
The River Murray at Barrages,2020-05-17,571.322,15.6636,85.343,17.9823,1156.2632,2604.272,37.5042,749.4
The River Murray at Barrages,2020-05-18,574.506,15.9987,89.5382,18.8838,1213.0924,2672.2845,39.2187,815.9
The River Murray at Barrages,2020-05-19,720.211,18.8654,107.0281,19.4766,1450.0841,3141.0922,47.1893,2110.5
The River Murray at Barrages,2020-05-20,1134.105,31.9871,181.8038,22.8378,2463.1679,5268.9821,81.5618,1487.4
The River Murray at Barrages,2020-05-21,62.738,1.1944,7.8688,2.9785,106.6089,212.7781,3.2,14.6
The River Murray at Barrages,2020-05-22,490.091,12.1296,74.8791,13.2383,1014.5131,2050.7603,32.7504,783.0
The River Murray at Barrages,2020-05-23,566.222,13.0505,82.9264,14.4141,1123.5338,2218.2489,36.196,850.5
The River Murray at Barrages,2020-05-24,941.293,21.8731,142.8437,23.7432,1935.3075,3733.2101,62.3803,1190.1
The River Murray at Barrages,2020-05-25,1133.813,26.1363,176.2527,29.8367,2387.9261,4491.351,76.6838,1629.3
The River Murray at Barrages,2020-05-26,1667.317,34.861,241.8766,37.7276,3277.0943,6021.0888,105.3674,2293.0
The River Murray at Barrages,2020-05-27,1655.978,39.8009,284.016,38.3148,3847.9874,6908.825,124.1221,3125.6
The River Murray at Barrages,2020-05-28,1462.522,31.1862,230.7696,32.5517,3126.5525,5463.8491,100.2956,2595.3
The River Murray at Barrages,2020-05-29,2569.762,46.5514,356.1681,46.7742,4825.5993,8219.8943,154.831,4148.1
The River Murray at Barrages,2020-05-30,2839.317,50.8153,403.0779,51.3951,5461.1186,9056.2909,174.9148,5246.0
The River Murray at Barrages,2020-05-31,1055.442,18.1193,149.2025,18.7847,2021.4594,3261.0268,64.5033,1860.8
The River Murray at Barrages,2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The River Murray at Barrages,2020-06-02,124.655,2.3314,20.1832,6.9595,273.4539,418.7632,8.2504,123.5
The River Murray at Barrages,2020-06-03,348.726,6.5371,55.1768,15.5618,747.5514,1146.1358,23.4721,472.1
The River Murray at Barrages,2020-06-04,986.34,17.4623,143.5073,30.8656,1944.3035,2986.3194,63.7304,1571.5
The River Murray at Barrages,2020-06-05,947.897,16.936,137.0423,31.6721,1856.6741,2834.6574,61.7,1410.5
The River Murray at Barrages,2020-06-06,982.313,18.0139,143.3565,33.9177,1942.2403,2950.2476,65.6778,1470.8
The River Murray at Barrages,2020-06-07,989.137,18.4442,144.5089,36.4613,1957.8753,2955.6737,67.1748,1503.9
The River Murray at Barrages,2020-06-08,1019.885,20.8142,160.3789,41.7383,2172.9146,3262.2835,75.8566,1491.7
The River Murray at Barrages,2020-06-09,1216.255,24.326,184.23,49.1665,2496.01,3726.9161,88.7142,1739.0
The River Murray at Barrages,2020-06-10,1306.48,25.0614,186.5415,51.1595,2527.3564,3752.4181,91.4029,1775.7
The River Murray at Barrages,2020-06-11,1191.122,23.071,169.1314,49.6627,2291.4257,3378.2205,83.9852,1793.8
The River Murray at Barrages,2020-06-12,1297.721,24.724,178.4914,55.553,2418.2671,3540.382,89.9303,2105.0
The River Murray at Barrages,2020-06-13,2204.713,40.9414,288.7097,83.2592,3911.5864,5711.4604,149.7766,3838.9
The River Murray at Barrages,2020-06-14,1330.784,27.5111,190.5833,56.4895,2582.0604,3746.8819,100.5929,2604.6
The River Murray at Barrages,2020-06-15,295.441,5.9062,40.634,14.5036,550.5242,788.7866,21.247,449.1
The River Murray at Barrages,2020-06-16,370.032,6.2994,43.138,18.0404,584.4367,826.7354,22.4866,424.8
The River Murray at Barrages,2020-06-17,513.504,9.5725,65.1967,30.9252,883.3298,1234.5423,34.2008,690.0
The River Murray at Barrages,2020-06-18,1791.797,34.0816,222.8394,85.8622,3019.1119,4240.4236,124.1437,3140.0
The River Murray at Barrages,2020-06-19,1577.942,32.1864,206.9893,82.4856,2804.4007,3909.0691,117.2155,2876.9
The River Murray at Barrages,2020-06-20,2180.567,42.8408,269.0216,103.9451,3644.7644,5057.0721,156.5531,3859.7
The River Murray at Barrages,2020-06-21,103.514,1.919,13.3115,10.3297,180.3503,236.5491,6.6414,46.6
The River Murray at Barrages,2020-06-22,143.647,2.3335,15.9439,12.4149,216.0164,281.268,8.1191,72.3
The River Murray at Barrages,2020-06-23,777.129,16.2115,98.9831,49.625,1341.0948,1798.6962,58.7737,1287.4
The River Murray at Barrages,2020-06-24,1051.316,23.5555,141.0002,71.8185,1910.3256,2542.3844,85.5787,1859.8
The River Murray at Barrages,2020-06-25,1129.545,25.0222,147.2124,77.0124,1994.4463,2631.0079,90.976,1881.1
The River Murray at Barrages,2020-06-26,596.137,12.8237,76.519,47.7497,1036.6986,1339.5192,46.3,909.0
The River Murray at Barrages,2020-06-27,638.837,13.6145,80.0535,51.7274,1084.5992,1386.8671,49.2013,958.7
The River Murray at Barrages,2020-06-28,633.643,14.2344,82.3674,54.6289,1115.9604,1412.6536,51.5001,985.8
The River Murray at Barrages,2020-06-29,812.328,16.3401,103.8143,113.71,1406.5012,1674.7579,59.1289,1322.1
The River Murray at Barrages,2020-06-30,831.518,16.3683,105.6427,129.2519,1431.293,1662.348,59.2678,1280.0
The River Murray at Barrages,2020-07-01,494.053,10.3527,65.6856,79.2859,889.9197,1025.5747,37.4323,692.9
The River Murray at Barrages,2020-07-02,227.695,5.0189,31.3352,31.2307,424.5369,485.1664,18.3968,308.5
The River Murray at Barrages,2020-07-03,503.151,11.9845,73.0259,61.4816,989.3939,1112.026,44.8602,992.7
The River Murray at Barrages,2020-07-04,253.085,5.0949,32.9581,25.6876,446.5227,485.3178,19.2313,266.9
The River Murray at Barrages,2020-07-05,549.554,10.7347,68.6651,45.4458,930.275,984.7523,41.4319,702.9
The River Murray at Barrages,2020-07-06,691.126,12.8662,93.1332,93.6598,1261.7982,1256.9232,50.3568,1008.8
The River Murray at Barrages,2020-07-07,1045.309,17.3557,139.1731,176.3815,1885.5827,1790.9592,68.8749,1604.3
The River Murray at Barrages,2020-07-08,1259.855,20.361,167.4245,205.7228,2268.3271,2092.9048,82.2554,1936.8
The River Murray at Barrages,2020-07-09,1353.233,21.7208,183.5111,207.7435,2486.2271,2228.1876,89.3148,2117.3
The River Murray at Barrages,2020-07-10,1168.842,17.8501,158.6951,173.9729,2150.0645,1865.9754,74.6251,1806.1
The River Murray at Barrages,2020-07-11,1034.709,15.226,140.3951,150.224,1902.1687,1597.4347,64.9494,1574.3
The River Murray at Barrages,2020-07-12,1037.034,14.5666,140.8983,153.7914,1908.8945,1552.1885,63.3456,1566.6
The River Murray at Barrages,2020-07-13,1445.861,19.0553,194.311,229.5402,2632.5901,2081.0359,84.3595,2242.1
The River Murray at Barrages,2020-07-14,1850.507,23.2074,249.0935,312.2558,3374.8337,2599.5817,104.6106,2911.2
The River Murray at Barrages,2020-07-15,2295.374,29.0556,336.0847,324.7326,4553.5241,3332.3456,135.3871,3836.7
The River Murray at Barrages,2020-07-16,2243.635,27.8586,342.0768,290.1271,4634.4867,3242.3488,131.0713,3776.4
The River Murray at Barrages,2020-07-17,3871.28,46.7329,554.2756,342.7511,7509.4667,4895.2702,225.1829,6211.1
The River Murray at Barrages,2020-07-18,6108.834,86.9407,992.458,433.2458,13446.3587,8094.647,435.3656,11234.7
The River Murray at Barrages,2020-07-19,3140.294,41.5223,485.9194,197.6371,6583.3875,3739.0252,213.5407,5797.9
The River Murray at Barrages,2020-07-20,2811.972,35.5282,443.8288,213.0311,6013.0435,3310.962,181.2401,4949.6
The River Murray at Barrages,2020-07-21,4140.796,50.9563,670.1263,381.8881,9079.0895,4883.7,256.2395,7271.1
The River Murray at Barrages,2020-07-22,4882.072,55.9314,765.9509,515.0868,10377.5494,5484.0034,282.7937,8406.2
The River Murray at Barrages,2020-07-23,5298.531,60.8473,865.105,652.0383,11720.7347,6080.5791,309.1173,9584.1
The River Murray at Barrages,2020-07-24,5783.556,64.2765,954.2805,855.3458,12929.1533,6762.4971,326.9259,10770.0
The River Murray at Barrages,2020-07-25,5242.22,56.5566,860.5516,755.6952,11659.1774,5832.0436,290.5185,9658.6
The River Murray at Barrages,2020-07-26,5105.93,56.2714,879.4443,767.4208,11914.9506,5720.7107,292.2328,9823.6
The River Murray at Barrages,2020-07-27,4782.235,52.5589,842.0324,728.2839,11408.3041,5249.3265,275.1267,9372.5
The River Murray at Barrages,2020-07-28,5407.024,58.4597,968.6028,784.1674,13123.2483,5629.2495,316.2673,10720.2
The River Murray at Barrages,2020-07-29,5479.061,58.2345,1003.7704,759.1147,13599.2646,5406.0499,327.1402,11035.0
The River Murray at Barrages,2020-07-30,5026.052,56.4086,1001.3497,747.0156,13566.4674,5114.0321,320.9443,10961.1
The River Murray at Barrages,2020-07-31,5276.153,56.6588,1039.2841,754.1622,14080.6867,4983.4125,328.5184,11316.1
The River Murray at Barrages,2020-08-01,5807.123,57.0583,1125.0149,714.6861,15242.4897,4733.6558,358.1057,11844.3
The River Murray at Barrages,2020-08-02,5365.753,50.9555,951.2371,663.9971,12887.7385,4367.2948,299.8855,10258.8
The River Murray at Barrages,2020-08-03,4947.424,49.5,911.6908,632.0882,12352.1057,4291.4725,290.6628,9812.1
The River Murray at Barrages,2020-08-04,4887.104,50.1088,907.1878,630.945,12290.9304,4399.8583,291.8526,9686.0
The River Murray at Barrages,2020-08-05,5641.192,59.7849,1075.5051,734.1748,14571.429,5303.1835,350.7142,11475.0
The River Murray at Barrages,2020-08-06,5535.851,62.4924,1105.1223,677.9968,14972.3357,5290.9883,368.2242,11584.4
The River Murray at Barrages,2020-08-07,5034.228,59.7414,1034.7802,565.1422,14019.756,4809.5324,352.2308,10748.0
The River Murray at Barrages,2020-08-08,5143.456,61.3481,1057.5073,560.3252,14327.4578,4978.1147,365.0721,10858.9
The River Murray at Barrages,2020-08-09,4788.774,53.2704,972.3067,552.5888,13173.1877,4839.1716,338.6923,10115.2
The River Murray at Barrages,2020-08-10,3893.178,42.4296,754.8622,425.3304,10227.2031,3839.0412,265.0667,7721.5
The River Murray at Barrages,2020-08-11,3403.614,39.3203,647.5979,358.9442,8773.826,3359.021,228.7147,6554.9
The River Murray at Barrages,2020-08-12,2678.661,31.6883,498.9121,290.9201,6759.4104,2714.3536,176.3915,5053.6
The River Murray at Barrages,2020-08-13,2278.58,28.1056,433.2316,249.7309,5869.6276,2400.4545,154.7571,4331.2
The River Murray at Barrages,2020-08-14,2283.285,28.9018,437.9947,258.3027,5934.1782,2507.3024,157.3951,4375.7
The River Murray at Barrages,2020-08-15,2280.713,28.7029,430.6673,251.6209,5834.8323,2509.22,156.339,4285.0
The River Murray at Barrages,2020-08-16,2377.178,30.511,459.7052,265.5315,6228.2658,2722.5958,168.5919,4558.9
The River Murray at Barrages,2020-08-17,2783.649,34.8994,529.5807,301.3265,7174.9881,3181.8941,196.246,5255.9
The River Murray at Barrages,2020-08-18,2148.09,26.6455,413.3685,197.2509,5600.4197,2364.379,157.8396,4000.5
The River Murray at Barrages,2020-08-19,908.089,10.679,172.3589,77.8786,2335.2292,985.0167,66.621,1796.7
The River Murray at Barrages,2020-08-20,967.456,11.1731,202.7625,55.7031,2747.1019,1013.1078,81.8591,1823.1
The River Murray at Barrages,2020-08-21,556.988,5.9781,111.7465,33.7498,1513.9909,583.3167,44.9902,1023.2
The River Murray at Barrages,2020-08-22,88.034,0.8596,15.6985,13.1067,212.687,122.4679,5.4859,108.4
The River Murray at Barrages,2020-08-23,936.958,8.8717,182.5469,80.7819,2473.2147,1106.6238,70.7519,1684.4
The River Murray at Barrages,2020-08-24,6513.82,70.0269,1279.2415,556.9607,17331.7176,7905.6985,506.0747,12929.6
The River Murray at Barrages,2020-08-25,10299.257,111.4183,2022.4702,842.5376,27400.9123,12551.1191,808.955,19920.6
The River Murray at Barrages,2020-08-26,10464.207,113.5442,2062.0795,831.4287,27938.3581,12894.5252,831.832,20204.6
The River Murray at Barrages,2020-08-27,6679.031,72.8345,1316.7909,528.1293,17840.3454,8369.4481,534.3712,12690.2
The River Murray at Barrages,2020-08-28,4574.071,51.3409,906.7894,399.474,12285.5547,6052.7532,367.0327,8789.2
The River Murray at Barrages,2020-08-29,4490.99,52.0431,910.2479,415.3347,12332.2369,6257.1977,369.152,8844.7
The River Murray at Barrages,2020-08-30,3090.376,35.5708,629.0723,253.5859,8522.8487,4221.8104,259.8691,6045.8
The River Murray at Barrages,2020-08-31,3593.936,43.1513,751.4527,336.0706,10180.9191,5306.6334,308.6994,7210.0
The River Murray at Barrages,2020-09-01,4479.307,53.5921,936.3414,407.9941,12685.985,6662.0336,387.3219,8980.3
The River Murray at Barrages,2020-09-02,4193.974,51.3401,897.971,345.6159,12165.9154,6259.824,375.7035,8656.3
The River Murray at Barrages,2020-09-03,2852.993,34.0088,609.9954,174.474,8264.3633,3952.2589,260.2181,5776.9
The River Murray at Barrages,2020-09-04,2296.838,27.3048,506.3974,139.0127,6860.8022,3275.8559,213.7962,4691.5
The River Murray at Barrages,2020-09-05,1866.64,21.9758,395.261,174.6582,5355.1153,3069.6984,158.7516,3861.1
The River Murray at Barrages,2020-09-06,2195.45,26.96,477.4217,203.9192,6468.3244,3748.8232,192.9655,4698.8
The River Murray at Barrages,2020-09-07,2657.336,30.9842,540.2922,220.642,7320.0701,4269.7794,219.9982,5334.3
The River Murray at Barrages,2020-09-08,2118.722,24.8109,426.8594,168.7598,5783.2492,3412.208,174.7128,4217.4
The River Murray at Barrages,2020-09-09,2019.501,26.0964,439.968,182.8247,5960.8604,3697.8585,179.4877,4380.2
The River Murray at Barrages,2020-09-10,2282.364,28.8625,477.7318,200.758,6472.3667,4157.69,195.1238,4801.8
The River Murray at Barrages,2020-09-11,2392.617,29.7561,486.6288,189.2846,6592.9823,4199.8803,200.8877,4899.0
The River Murray at Barrages,2020-09-12,2045.092,25.8374,416.3633,158.6477,5640.9596,3666.3639,172.6497,4206.6
The River Murray at Barrages,2020-09-13,2017.823,25.8913,410.65,152.6329,5563.5633,3686.3593,171.15,4128.9
The River Murray at Barrages,2020-09-14,2028.764,26.5086,414.2425,147.3831,5612.4284,3756.0606,173.7971,4195.1
The River Murray at Barrages,2020-09-15,2144.29,27.6744,425.102,149.6809,5759.5106,3970.2758,179.0277,4312.1
The River Murray at Barrages,2020-09-16,2111.46,27.9064,421.2725,141.1442,5707.6988,3966.8384,178.6117,4275.4
The River Murray at Barrages,2020-09-17,2233.118,29.9306,443.3473,145.5045,6006.7245,4285.106,188.8703,4505.9
The River Murray at Barrages,2020-09-18,2301.522,36.7183,538.4216,156.8275,7294.7072,5036.6953,231.7339,5466.9
The River Murray at Barrages,2020-09-19,2285.725,36.599,527.7403,145.9068,7150.0734,4980.7283,228.4386,5366.0
The River Murray at Barrages,2020-09-20,2210.261,31.1168,440.8473,117.2651,5972.7552,4239.0316,191.7886,4488.8
The River Murray at Barrages,2020-09-21,2026.579,31.4068,450.604,77.3233,6105.0024,3450.3945,198.7367,4528.0
The River Murray at Barrages,2020-09-22,1350.416,24.708,360.1629,36.3993,4879.6735,2128.2973,160.2481,3345.2
The River Murray at Barrages,2020-09-23,1263.993,20.2958,281.6166,47.9272,3815.4737,2307.0579,124.9556,2606.9
The River Murray at Barrages,2020-09-24,1520.265,23.6705,312.8365,69.1198,4238.4948,3251.1341,139.1083,3162.6
The River Murray at Barrages,2020-09-25,607.184,9.6144,125.1551,26.9084,1695.6777,1356.2664,56.1241,1271.7
The River Murray at Barrages,2020-09-26,1489.043,24.3619,310.3373,62.5353,4204.5557,3436.9157,139.7943,3168.0
The River Murray at Barrages,2020-09-27,2015.502,32.6008,409.6732,75.3623,5550.398,4548.3284,185.666,4240.4
The River Murray at Barrages,2020-09-28,2534.144,41.3827,517.088,83.0133,7005.6279,5533.5114,235.4556,5360.1
The River Murray at Barrages,2020-09-29,2768.152,45.5859,556.0999,88.0593,7534.2676,6529.9823,256.4676,6014.4
The River Murray at Barrages,2020-09-30,2379.996,38.834,460.8,71.3906,6243.1199,6067.7838,216.3436,5088.0
The River Murray at Barrages,2020-10-01,2410.912,40.19,467.4977,63.868,6333.8729,6333.1225,221.3691,5165.7
The River Murray at Barrages,2020-10-02,2414.161,40.8612,474.4495,66.4507,6427.9954,6461.1742,223.7326,5250.3
The River Murray at Barrages,2020-10-03,2219.903,39.6384,458.4323,66.5658,6211.0286,6370.3715,215.7253,5125.7
The River Murray at Barrages,2020-10-04,1814.5,30.9704,356.3403,54.6575,4827.8718,5166.8185,168.0201,4026.1
The River Murray at Barrages,2020-10-05,2152.391,36.4592,419.9284,64.9119,5689.4324,5997.0117,196.6644,4679.8
The River Murray at Barrages,2020-10-06,2431.767,41.7011,479.6368,75.802,6498.3278,6873.2507,223.7092,5421.4
The River Murray at Barrages,2020-10-07,3017.296,60.0695,718.7861,100.4204,9738.2647,8614.0212,327.5451,8132.1
The River Murray at Barrages,2020-10-08,2685.456,54.1387,670.5262,84.8038,9084.6477,6921.1379,300.1737,7256.1
The River Murray at Barrages,2020-10-09,2746.616,47.1315,554.8058,85.9854,7516.7719,7260.1939,252.8368,6069.0
The River Murray at Barrages,2020-10-10,2736.784,48.6548,571.8561,90.9406,7747.8233,7568.9262,259.7286,6310.9
The River Murray at Barrages,2020-10-11,3095.695,54.6139,643.5991,102.6156,8719.5688,8392.4147,290.2825,7053.1
The River Murray at Barrages,2020-10-12,3805.387,71.3244,795.4651,124.0554,10777.3735,10161.3399,351.737,8765.7
The River Murray at Barrages,2020-10-13,4026.421,83.8009,869.3738,133.7094,11778.6348,11053.3814,377.0638,9345.8
The River Murray at Barrages,2020-10-14,4607.632,98.8288,1049.7955,155.7781,14223.1259,12580.9272,451.5526,11217.0
The River Murray at Barrages,2020-10-15,3862.717,83.4961,854.799,136.9683,11581.0157,11037.003,368.7367,9256.8
